SongNumber,SongID,TrackID,AlbumID,AlbumName,ArtistID,ArtistLatitude,ArtistLocation,ArtistLongitude,ArtistName,Danceability,Duration,KeySignature,KeySignatureConfidence,Tempo,TimeSignature,TimeSignatureConfidence,Title,Year,Rock,Pop,Electronic,Jazz,Metal,RAndB,Folk,HipHop
2739,SOUVRGZ12A58A77F90,TRAAHJX128F9312B83,495041,The Incredible Kai Winding Trombones,AR3C3C01187B98E800,56.153,Aarhus Denmark,10.20452,Kai Winding,0.0,223.4771,0,0.0,112.006,4,0.844,Mangos,1961,0,0,0,0,0,0,0,0
2740,SOUQVUD12A8C142DCE,TRAAHMO128F92DE7C9,473710,Openbare Weg,ARJGNV61187B98F3B5,30.43826,Tallahassee FL,-84.28073,Mira,0.0,177.81506,4,0.695,85.621,4,0.612,Openbare Weg,2006,0,0,0,0,0,0,0,0
2741,SORAVUP12AB018556E,TRAAHYV128F932A425,548374,Dave Pearce Best of the Dance Years 1988 - 1992,ARBQBZV1187B99D29E,,,,Carl Cox Vs Yousef,0.0,357.82485,1,0.485,130.016,5,1.0,I Want You (Forever),1991,0,0,0,0,0,0,0,0
2745,SORWHWY12A6702038E,TRAAHEG128E07861C3,8552,Malpractice,ARXWAQQ1187B9AE954,40.77331,Newark NJ,-73.87989,Redman,0.0,124.18567,1,0.074,85.008,5,1.0,WKYA (drop),2001,0,0,0,0,0,0,0,1
2746,SOCRPDR12AB0185B75,TRAAHPZ12903CB4643,710902,Tip World Singles 2000,ARSVI4L1187B996181,,,,Citizen Kaned,0.0,385.33179,8,0.822,108.061,4,1.0,President Johnson,2000,0,0,0,0,0,0,0,0
2748,SOXVBVL12AF72A600C,TRAAHRF128F92FE234,341940,Praise Him...Live!,ARVJ0JK1187B98C9C0,,,,The Brooklyn Tabernacle Choir,0.0,324.44036,7,0.558,216.195,5,1.0,Lead Me Lord,1995,0,0,0,0,0,0,0,0
2749,SODLSHA12AAF3B29F2,TRAAHVY128F92E25D6,432406,From All Sides,AR1RHCO1187B9AF0BF,37.77916,San Francisco CA,-122.42005,Vince Guaraldi  Bola Sete,0.0,294.66077,5,0.238,168.307,4,0.0,Choro,0,0,0,0,1,0,0,0,0
2751,SOITUXQ12AB0183AE9,TRAAHEQ128F93057B4,489673,The Fabulous Eddie Cantor,ARSDSMG1187B98CB59,40.71455,New York NY,-74.00712,Eddie Cantor,0.0,155.61098,11,0.599,118.975,1,0.003,Now's The Time To Fall In Love,0,0,0,0,0,0,0,0,0
2752,SOMUYGI12AB0188633,TRAABDL12903CAABBA,575792,Placer & Castigo,ARL7K851187B99ACD2,,,,Andy Andy,0.0,226.35057,9,0.205,130.04,4,0.0,La Culpa,0,0,0,0,0,0,0,0,0
2753,SOBONFF12A6D4F84D8,TRAABJV128F1460C49,25811,Dancing On The Ceiling,ARIK43K1187B9AE54C,34.07362,Beverly Hills CA,-118.40036,Lionel Richie,0.0,307.3824,3,0.524,125.197,3,0.211,Tonight Will Be Alright,1986,0,0,0,0,0,0,0,0
2759,SOXLBJT12A8C140925,TRAABVM128F92CA9DC,372309,Gold,ARYKCQI1187FB3B18F,,,,Tesla,0.0,290.29832,7,0.725,150.062,4,0.931,Caught In A Dream,2004,1,0,0,0,1,0,0,0
2761,SOUQQEA12A8C134B1B,TRAABNV128F425CEE1,149958,Cross Currents,ARIG6O41187B988BDD,37.16793,United States,-95.84502,Richard Souther,0.0,228.5971,8,0.041,127.756,5,0.579,High Tide,0,0,0,0,0,0,0,0,0
2762,SOHUOAP12A8AE488E9,TRAABLR128F423B7E3,135122,Outskirts,ARD842G1187B997376,43.64856,Toronto Ontario Canada,-79.38533,Blue Rodeo,0.0,491.12771,7,1.0,119.826,4,0.756,Floating,1987,1,0,0,0,0,0,0,0
2763,SOZFCNC12A6D4F76F3,TRAAOJI128F1458DCD,23134,Endless,AR5MK521187B98E0B8,51.50632,London England,-0.12714,Heaven 17,0.0,255.16363,7,0.473,150.837,4,0.466,(We Don't Need This) Fascist Groove Thang,1981,1,1,1,0,0,1,0,0
2765,SOLEYPL12A6D4F83CE,TRAAOIN128F9303790,534031,For Screening Purposes Only,ARGWIHH1187B9A79B0,,,,Test Icicles,0.0,190.24934,4,0.441,75.031,4,1.0,Snowball,2005,1,0,0,0,1,0,0,0
2766,SOPNRDT12AB018A2D8,TRAAORY128F934984F,515188,Break The Night,ARTB56G11C8A41569D,,,,Sven Tasnadi,0.0,557.26975,11,0.259,123.993,4,0.302,Charisma,0,0,0,0,0,0,0,0,0
2769,SOGTLVU12A8AE47D5D,TRAAOTD128F42322FC,237520,Texas Songster,AR93RTI1187B98ECFB,30.38815,Navasota TX,-96.0878,Mance Lipscomb,0.0,187.53261,11,0.681,97.981,1,0.0,Going Down Slow,2000,0,0,0,0,0,0,0,0
2774,SOXIATP12AAF3B2184,TRAAELO128F9302DD1,617077,Vanguard Visionaries,ARINEWW1187FB5577E,,,,Perrey And Kingsley,0.0,122.64444,0,0.61,102.538,4,0.869,Spooks In Space,1966,0,0,1,0,0,0,0,0
2776,SOYQOFI12A6D4F76E1,TRAAENC128F1451DE9,19601,Hometown 2001,AR2J2WF1187FB46271,54.48303,Egremont Cumbria England,-3.53444,Francis Dunnery,0.0,300.79955,7,0.666,124.175,4,0.698,Too Much Saturn,1995,0,0,0,0,0,0,0,0
2777,SODHVES12A6701CE6B,TRAAEEH128E0795DFE,17220,The Road To Hell Part 2,AR3793X1187FB50CB3,54.57623,Middlesbrough England,-1.23483,Chris Rea,0.0,241.162,9,0.222,180.149,4,0.0,Driving Home For Christmas,1986,1,1,0,1,0,0,0,0
2778,SOCPRKM12AB018A2FD,TRAAEAM128F934B199,515081,Germicide,AR8W8DN1187FB35ED0,34.05349,Los Angeles CA,-118.24532,The Germs,0.0,206.05342,11,0.641,133.144,1,0.0,Forming,1977,1,0,0,0,0,0,0,0
2779,SOYWZTU12AB0180E26,TRAAEUB12903CDD3EA,681639,The Berzerker,AR0VZWC1187B99BA57,-37.81753,Melbourne Australia,144.96715,The Berzerker,0.0,165.61587,1,0.108,174.287,3,0.132,Deform (live),2000,0,0,0,0,1,0,0,0
2780,SOMZCVH12AB0182B8E,TRAAEOU128F9309DE0,619882,The Ultimate Most Relaxing New Age Piano in the Universe,AR89DTT1187B9A7ED5,37.77916,California - SF,-122.42005,Suzanne Ciani,0.0,239.59465,7,0.527,106.33,4,0.526,Stream,0,0,0,0,0,0,0,0,0
2782,SOLGHDZ12AB0183B11,TRAAEWG128F930B3A4,449471,Holy Roller Novocaine,ARF2EHS1187B994F4E,36.16778,Nashville Tennessee,-86.77836,Kings Of Leon,0.0,187.92444,0,0.612,116.823,4,0.347,Wicker Chair,2003,1,1,0,0,0,0,0,1
2783,SOGNQWU12A8AE4868F,TRAAEMJ128F425A917,278999,Be Yourself Tonight,ARDGB6U1187FB3AD07,51.50632,London England,-0.12714,Eurythmics,0.0,207.0722,0,0.442,84.164,4,0.853,Tous Les Garçons Et Les Filles,1985,0,1,0,0,0,0,0,0
2786,SOIKIJC12AC3DFB3D2,TRAAQBF12903CF796B,603055,Peace At Last - EP,ARC6UC81187B989062,40.71455,NY - New York City,-74.00712,Hem,0.0,133.27628,5,0.783,89.86,1,0.368,Have Yourself A Merry Little Christmas,2005,0,0,0,0,0,0,1,0
2787,SOGDFIT12AB018528B,TRAAQDJ128F92F95E0,340310,Light Flight - The Anthology,ARVKAWO11F50C47C9A,,,,Pentangle,0.0,228.51873,5,0.579,179.501,1,0.0,Rain And Snow,0,1,0,0,0,0,0,1,0
2790,SOTWWBZ12AB01845E0,TRAAQUC128F9322A82,457879,Bone To Pick,ARSF4161187B9B449F,,,,The Gone Jackals,0.0,229.79873,4,0.685,135.175,3,0.639,Not Buried Deep Enough,1995,0,0,0,0,0,0,0,0
2797,SOKEXTF12A8C13AE7E,TRAAQLJ128F428E870,296995,Lagrimas Negras,ARTEGHH1187FB435C8,,,,Bebo & Cigala,0.0,198.26893,2,0.414,132.967,1,0.405,Inolvidable,2003,0,0,0,1,0,0,0,0
2799,SOMBQEO12A8C135018,TRAAQFC128F425ED83,150501,Miles To Miles,AR0LVFQ1187B9A84E0,40.71455,NY - New York City,-74.00712,Jason Miles,0.0,235.80689,10,0.391,101.03,4,0.58,Voices On The Corner,0,0,0,0,1,0,0,0,0
2800,SOKZTUH12AB018B938,TRAAQUF12903CDF4A4,816840,Strictly Trucking,AR87OXB1187FB39E0B,,,,The Willis Brothers,0.0,150.64771,7,0.804,121.983,3,0.852,Give Me 40 Acres (To Turn This Rig Around),0,0,0,0,0,0,0,0,0
2801,SOJKDKH12A58A761A2,TRAAQPS128F429161D,223472,Apogee,ARRH2S81187B98C8AA,43.07295,Madison Wisconsin,-89.38669,Bongzilla,0.0,397.26975,9,0.535,95.882,4,0.0,Witch Weed (Live),1999,0,0,0,0,0,0,0,0
2802,SOFJNQR12A6D4FAE92,TRAAQCK128F92E8C33,435050,Alright_ Still (Deluxe),ARKZJ301187FB521B2,27.25251,LDN,86.67168,Lily Allen,0.0,264.69832,9,0.594,156.097,4,1.0,U Killed It,2006,1,1,0,0,0,0,0,0
2803,SOCQWKZ12A8C13CE4C,TRAAQIH128F428BDEA,105115,RoadKillOvercoat,ARU9KWP1187B98B2A7,,,,Busdriver,0.0,192.1824,6,0.211,155.038,4,0.41,(Bloody Paw On The) Kill Floor,2007,0,0,0,0,0,0,0,1
2804,SOXZLDX12A58A7CE52,TRAASKQ128F4265E04,282493,Live at the Grand Olympic Auditorium,ARCE0H01187B9AF741,34.05223,Los Angeles CA,-118.24368,Rage Against The Machine,0.0,201.56036,9,0.539,140.63,1,0.0,Kick Out The Jams,2000,1,0,0,0,1,1,0,1
2805,SORJOMF12AB0186F78,TRAASZE128F93499AE,644965,I Need You Now,ARTXEZN1187B9B8190,62.19845,Sweden,17.55142,Agnes,0.0,275.06893,7,0.727,124.009,4,0.944,I Need You Now,0,0,1,1,0,0,0,0,0
2806,SOOKISK12AB0180667,TRAASUZ128F9314950,405643,Issues,ARMBTFC1187FB56343,35.37329,Bakersfield CA,-119.01871,Korn,0.0,224.522,7,0.435,94.057,4,1.0,Hey Daddy,1999,1,0,0,0,1,0,0,1
2807,SOBOCAG12A6BD55D56,TRAASGM128EF34DBB0,74586,Strength & Loyalty,ARUZRFN1187B98AC05,41.4995,Cleveland OH,-81.69541,Bone Thugs-N-Harmony  Akon,0.0,286.30159,1,0.529,154.09,4,0.625,Never Forget Me,2007,0,0,0,0,0,1,0,1
2809,SOFSKON12A8C13B3B5,TRAASFP128F42980BD,2016,The Altogether,ARD5K161187B9AC784,51.27562,Sevenoaks United Kingdom,0.17898,Orbital,0.0,327.8624,0,0.509,125.975,4,0.794,Illuminate,2001,0,1,1,0,0,0,0,0
2810,SONCYFS12A8C14261E,TRAASIG128F92C3A6B,312976,Kivenkantaja,ARSTH0R1187B98951E,,,,Moonsorrow,0.0,356.49261,9,0.764,124.237,4,0.0,Ukkosenjumalan poika,2001,0,0,0,0,1,0,0,0
2814,SOSKUNI12AB0187F12,TRAASQC128F93480F0,559004,Revolutions Per Minute,ARZWK2R1187B98F09F,41.85003,Chicago,-87.65005,Rise Against,0.0,218.8273,4,0.355,186.254,4,0.526,Amber Changing,2003,1,0,0,0,1,0,0,0
2818,SOWNSZY12AB0180BCF,TRAAYPG128F933C941,555209,Cream Trance Anthems Ibiza 2009,AR8JSAL1187FB3CE7E,,,,JDS,0.0,465.60608,1,0.533,134.014,4,0.109,Nine Ways,0,0,0,0,0,0,0,0,0
2821,SOIRGRL12AB0186BC2,TRAAYTI128F933663B,552899,Guidum,ARLDW6Z1187FB3F2A0,19.4319,Mexico City Mexico,-99.13285,Abraham Laboriel,0.0,368.16934,11,0.252,93.106,4,0.0,Exchange,1995,0,0,0,1,0,0,0,0
2822,SOEMLQO12AB01808B6,TRAAYGH128F92ECD16,332859,Dreamboats & Petticoats 2,ARALP6I1187B989E27,40.86034,Passaic NJ,-74.12374,The Shirelles,0.0,159.76444,0,0.603,68.283,4,0.692,Will You Love Me Tomorrow,1960,1,1,0,0,0,1,0,0
2825,SOHTWLT12A8C13CFE1,TRAAMES128F42AF068,307651,Pearl Jam,ARFVYJI1187B9B8E13,47.60356,Seattle WA,-122.32944,Pearl Jam,0.0,428.56444,4,0.743,105.994,3,1.0,Inside Job,2006,1,0,0,0,0,0,1,0
2826,SOAYYDM12AB01817E6,TRAAMPA128F92E7D0D,329967,Enjoy!,ARANOZN1187B9B373E,34.05223,Los Angeles CA,-118.24368,Descendents,0.0,140.66893,6,0.006,89.495,4,0.614,Orgofart,1986,1,0,0,0,0,0,0,0
2827,SORAJXA12A58A7A4C9,TRAAMSO128EF348DCC,71267,A Nite On The Strip - Live,ARHONG11187FB3B120,29.78772,katy,-95.82333,L.A. Guns,0.0,201.09016,5,0.608,102.259,3,1.0,Bitch Is Back,1988,1,0,0,0,1,0,0,0
2828,SOSGXRU12AAF3B2B07,TRAAMJY128F92F5919,528941,The Best of DJ Quik - Da Finale,AROTIMO1187FB532BF,33.89585,Compton CA,-118.22007,DJ Quik,0.0,205.58322,7,0.025,181.115,4,0.701,Born and Raised In Compton,1991,0,0,0,0,0,1,0,1
2829,SODJUNF12A8C13337F,TRAAMXP128F4264F6A,282150,Boo-Tay,ARRA2F91187B9B4061,,,,Bare Jr.,0.0,254.79791,10,0.647,107.529,3,1.0,Naked Albino,1998,0,0,0,0,0,0,0,0
2830,SOVDDWO12A6D4F9A78,TRAAMYQ128F148B753,46723,The Best Of Shelley Fabares [Digital Version],ARSGZ3J1187FB3E610,34.01156,Santa Monica CA,-118.49229,Shelley Fabares,0.0,143.0722,0,0.675,99.408,4,1.0,Johnny Loves Me (LP Version),0,0,0,0,0,0,0,0,0
2834,SOFRUDU12A8C13A40C,TRAAMKI128F428537A,293622,RCA Country Legends,AR0X3JJ1187FB3A9A7,30.98657,McLellan FL,-86.88635,Hank Locklin,0.0,127.05914,2,0.826,148.357,4,0.097,We're Gonna Go Fishin',0,0,0,0,0,0,0,0,0
2839,SOKPHVH12AB0187460,TRAAMKP12903CC74F4,763206,Relax,ARA0H5U1187FB47949,,,,2-4 Grooves feat. Reki D.,0.0,203.83302,4,0.648,126.941,4,1.0,Relax,2009,0,0,1,0,0,0,0,0
2841,SODDZAD12A6701DC4C,TRAAGVF128E0789785,11305,The Singles,AR9AM2N1187B9AD2F1,53.4796,Manchester England,-2.24881,Inspiral Carpets,0.0,283.76771,2,0.823,113.677,4,1.0,Commercial Reign,1990,1,1,0,0,0,0,0,0
2844,SORENXV12A6701F61F,TRAAGVM128E0784D95,4967,What You Thought You Heard,AR9XEVF1187B99D017,,,,Borialis,0.0,239.3073,2,0.569,86.938,4,0.222,Hourglass,0,0,0,0,0,0,0,0,0
2845,SOMQAGT12A8C132DB4,TRAAGPH128F4273C8D,287804,Affirmation,ARBGWMW1187B9AEA3E,8.62,CA,-170.11,Savage Garden,0.0,118.33424,9,0.0,84.69,5,0.678,You Can Still Be Free,1999,1,1,0,0,0,1,0,0
2847,SOOOROX12A6D4F8400,TRAAGJV128F1464090,26902,60's Triple set,ARWY7I71187FB36C3D,40.71455,New York NY,-74.00712,Lesley Gore,0.0,136.48934,9,0.386,129.122,1,0.0,It's My Party,1963,1,1,0,0,0,0,0,0
2849,SOKLLOH12A67020F2C,TRAAGPJ128F428CD1B,220917,Lullabies To Paralyze,AR6G4V01187B9AD086,,,,Queens Of The Stone Age,0.0,288.41751,2,0.08,115.606,4,0.0,I Never Came,2005,1,0,0,0,1,0,0,0
2851,SOTUBVH12AB018D2EC,TRAAGPF12903CE027E,682725,Country Lovers. Vol. 3,ARF4V431187FB3AA41,27.94653,Tampa FL,-82.45927,Slim Whitman,0.0,195.91791,3,0.883,91.487,4,0.0,Indian Love Call,1990,0,0,0,0,0,0,0,0
2853,SOJWQIP12A6D4F710A,TRAAGZU128EF360F47,82932,15 Exitos Vol. 2 Flor Silvestre,ARHFEBO11F50C4825A,,,,Flor Silvestre,0.0,134.81751,11,0.847,106.049,1,0.0,Caricia Y Herida,0,0,0,0,0,0,0,0,0
2854,SOCHRXB12A8AE48069,TRAAGCZ128F93210FD,358442,Total Workout Running 102 - 135 - 84bpm Ideal For Jogging_ Running_ Treadmill & General Fitness,ARTDQRC1187FB4EFD4,34.05223,Los Angeles CA,-118.24368,Black Eyed Peas,0.0,229.61587,11,0.205,105.206,4,1.0,Let's Get It Started,2004,1,1,1,0,0,1,0,1
2856,SOKBBXO12A6701DEA0,TRAAGEC128E079252C,15567,Things Falling Apart,ARK9TRQ1187B99C095,41.50471,Cleveland OH,-81.69074,Nine Inch Nails,0.0,426.89261,0,0.05,63.017,4,0.378,Metal,2000,1,1,1,0,1,0,0,0
2863,SOFUBCP12A8C13D5EF,TRAAJJV128F42A2F99,117983,99 Monkeys,AR19SOA1187B98F6E6,40.71455,New York,-74.00712,Bob Neuwirth,0.0,241.10975,4,0.965,152.267,3,1.0,Biding Her Time,1990,0,0,0,0,0,0,0,0
2865,SORWXUP12A58A79E65,TRAAJYX128F4255568,276924,Best Of Maxi Priest,ARI0PUX1187FB3F215,54.31392,Great Britain  UK,-2.23218,Maxi Priest,0.0,301.81832,10,0.683,61.971,1,0.397,Groovin' In The Midnight,1991,0,0,0,0,0,0,0,0
2867,SOVZBDR12A6702012E,TRAAJMH128E0785407,6949,Nothing Else Matters,ARTDBI61187FB48479,42.99671,Grand Rapids MI,-85.59012,Marvin Sapp,0.0,270.68036,1,0.33,166.275,4,0.845,More And More  (LP Version),0,0,0,0,0,0,0,0,0
2868,SOOGNJP12A8C1381AD,TRAAJJG128F4284B27,293668,Underneath,ARQOC971187B9910FA,42.73383,Lansing MI,-84.59334,The Verve Pipe,0.0,292.8322,9,0.295,133.306,4,0.338,Medicate Myself,2001,1,1,0,0,0,0,0,0
2874,SOVHRBI12A81C22E02,TRAATNJ128F42631BA,282711,Untitled,ARMBTFC1187FB56343,35.37329,Bakersfield CA,-119.01871,Korn,0.0,288.49587,10,0.439,160.022,3,0.719,Ever Be,2007,1,0,0,0,1,0,0,0
2875,SOVTGXQ12A6D4FB9CA,TRAATBN128F14ACE82,64098,Aliens - The Deluxe Edition,ARBM57Q1187B9AF97C,34.05349,Los Angeles CA,-118.24532,James Horner,0.0,191.81669,9,0.137,90.084,1,0.342,Atmosphere Station,1986,0,0,0,0,0,0,0,0
2876,SOEETVW12A6D4F93B8,TRAATPA128F146753C,27997,Extreme,AR5J8XN1187B9B712E,,,,Extreme,0.0,181.55057,1,0.306,120.097,4,0.194,Teacher's Pet,0,1,0,0,0,0,0,0,0
2877,SODYZIU12A8C13FBD9,TRAATIU128F4291A84,223563,Call of the Mastodon,ARMQHX71187B9890D3,33.749,Atlanta GA,-84.38798,Mastodon,0.0,233.58649,2,0.604,89.78,4,0.0,Shadows That Move,2001,1,0,0,0,1,0,0,0
2878,SOLKTEK12AB018BE1A,TRAATGM12903C9CD7C,570488,Mind Control,ARED2DG1187FB3CB4D,,,,Tantric,0.0,177.24036,2,0.796,106.698,1,0.792,Walk Away,2009,1,0,0,0,0,0,0,0
2880,SOJRCDU12AB0189D27,TRAATJK128F9339179,466577,One World One People,ARNIFX51187FB418EA,,,,Xcultures,0.0,38.3473,9,0.054,107.177,7,0.545,Smile,2000,0,0,0,0,0,0,0,0
2882,SOZWHVZ12A6D4F90E7,TRAATMY128F149562F,53563,Window In The Skies,ARUJ5A41187FB3F5F1,53.33306,Dublin Ireland,-6.24889,U2,0.0,485.19791,3,0.878,134.083,4,0.662,Kite Live from Sydney,2007,1,0,0,0,0,0,0,0
2885,SOQAHUW12AB0181F04,TRAATMY128F9334DAC,508052,Nuestra Tradición,ARE2BVT1187B9AC9A2,,,,Little Joe,0.0,239.01995,5,0.606,106.398,3,1.0,Loco (Crazy),0,0,0,0,0,0,0,0,0
2887,SOQBQWN12AB0186782,TRAATWQ12903CC5BA8,585535,Tales From The Sick,ARE1N571187B98A47D,51.50632,London,-0.12714,Prozak,0.0,173.24363,8,0.364,88.835,4,0.854,Go To Hell,0,0,0,0,0,0,0,0,1
2889,SOTWVQT12A58A79650,TRAADMH128F9343E59,557761,A Bothered Mind,AR7TTS41187B9B42D3,34.36401,Oxford MS,-89.51877,R.L. Burnside,0.0,277.78567,2,0.0,89.984,4,0.0,Glory Be,2004,1,0,0,0,0,0,0,0
2890,SOTUNMH12A6D4FA3E6,TRAADQX128F422B4CF,234425,Etiquette,ARRJNTE1187FB44E12,,,,Casiotone For The Painfully Alone,0.0,175.72526,0,0.522,141.919,4,0.445,Nashville Parthenon,2006,0,1,1,0,0,0,0,0
2891,SOPHYIS12AAF3B35A3,TRAADYB128F92D7E73,322532,Bossa Nova Stories,ARGMXQW1187FB54C34,-23.56287,Sao Paulo Brazil,-46.65466,Eliane Elias,0.0,251.42812,7,0.391,86.091,5,0.551,The More I See You,2009,0,0,0,1,0,0,0,0
2892,SOGKIWV12A6D4F86C4,TRAADVH128EF34DE7A,74655,Too Much Too Soon,ARS1OWB1187B99EEAD,40.71427,New York NY,-74.00597,The New York Dolls,0.0,344.05832,11,0.425,154.953,1,0.0,Human Being,1974,1,0,0,0,1,0,0,0
2898,SOEPPKB12AB018418B,TRAADRN128F932D607,505301,Ec8or,AR6IRG41187B9A4D98,52.51607,Berlin Germany,13.37698,Ec8or,0.0,217.23383,10,0.005,95.596,4,1.0,Cocain Ducks,1995,1,0,1,0,0,0,0,0
2899,SOTSEJY12AB0180F56,TRAADNA128F9331246,417945,Greatest Hits,ART3O5Z1187B9AB043,32.77815,Dallas TX,-96.7954,Stevie Ray Vaughan,0.0,248.78975,1,0.754,116.721,4,0.522,Crossfire,1992,1,1,0,0,0,0,0,0
2900,SORSECL12AB0182267,TRAADEV128F9348C0A,644631,Cracks,ARXUT4W1187FB48BEB,,,,Javier Navarrete,0.0,128.83546,3,0.0,90.932,3,1.0,Midnight Swim,0,0,0,0,0,0,0,0,0
2902,SONYRZV12AB018AF70,TRAADLH12903CA70EE,706005,A Match & Some Gasoline,ARWYVP51187B98C516,42.33168,Detroit MI,-83.04792,The Suicide Machines,0.0,95.68608,2,0.421,115.887,4,0.744,Burning In The Aftermath,2003,0,0,0,0,0,0,0,0
2903,SONQBUB12A6D4F8ED0,TRAADLN128F14832E9,42595,Jump Back - The Best Of The Rolling Stones_ '71-'93,ARFCUN31187B9AD578,51.50632,London England,-0.12714,The Rolling Stones,0.0,271.49016,9,0.301,139.333,1,0.0,Angie (1993 Digital Remaster),0,1,1,0,0,0,0,0,0
2904,SOMSBGZ12AB018C4CB,TRAADIV12903CB15C1,709879,The Palest Grey,ARLGWFM1187FB4AC9F,34.05349,California - LA,-118.24532,Scarlet's Remains,0.0,198.73914,7,0.673,115.061,4,0.731,Spin,2007,0,0,0,0,0,0,0,0
2908,SOKIGWD12A6701DE9D,TRAANTZ128E0792529,15567,Things Falling Apart,ARK9TRQ1187B99C095,41.50471,Cleveland OH,-81.69074,Nine Inch Nails,0.0,168.56771,7,0.576,130.284,4,0.706,The Frail,1999,1,0,1,0,1,0,0,0
2913,SOFPYXC12A58A7A4B9,TRAANLO128F422AE37,179267,Bitter Suites to Succubi,ARF0W6Z1187B9AC325,,,,Cradle Of Filth,0.0,321.35791,2,0.341,193.693,4,0.617,Summer Dying Fast,1994,1,0,0,0,1,0,0,0
2914,SOFHQCR12A8C138A74,TRAAZIE128F427961E,160060,Bebop Moptop,AR6QQY41187B990574,56.46137,Dundee Scotland,-2.96761,Danny Wilson,0.0,167.20934,7,0.605,196.034,4,0.868,The Second Summer Of Love,1989,0,1,0,0,0,0,0,0
2915,SODTRPJ12A8C1377E9,TRAAZBD128F427A97D,355081,Oh My God,AR1QXAQ1187FB47FAC,,Brookyln NY,,Sticky Fingaz,0.0,266.4224,6,0.358,80.149,4,1.0,Oh My God,2000,0,0,0,0,0,0,0,1
2916,SOENDOQ12A8C139A41,TRAAZPJ128F4292DB5,296873,Seasons Of The Soul,ARU0HTX1187B98B4C6,34.05349,California - LA,-118.24532,Lisa Lynne,0.0,316.49914,2,0.6,95.981,4,0.186,Isla del Luna,1999,0,0,0,0,0,0,1,0
2917,SOWHAEF12A8C13EF0C,TRAAZQF128F4285BC3,163436,Realive Tour 2002 -Odoranya Son Son- in Tokyo,ARVMPJC1187FB3B954,,,,Pe'z,0.0,252.57751,0,0.194,75.955,5,0.866,Spirit,0,0,0,0,1,0,0,0,0
2918,SOTTXNS12AB0187861,TRAAZQW128F93430DC,424081,Steady On,ARDW5AW1187FB55708,42.78668,Vermillion SD,-96.92803,Shawn Colvin,0.0,224.60036,8,0.719,210.871,4,1.0,Another Long One,1989,1,1,0,0,0,0,1,0
2920,SORWMLD12A8C137D1A,TRAAZHO128F427C9EC,291030,Thisia Live,AR4OHL91187B9B2EB9,,,,Angela Dimitriou,0.0,265.37751,9,0.446,124.177,4,0.681,Ftei O Erotas,0,0,0,1,0,0,0,0,0
2924,SOFVRCJ12AB018B4DA,TRAAZGC12903CB5DFB,711137,Road House,AR76DOS1187FB5AE78,,,,The Jeff Healey Band,0.0,313.7824,7,0.241,107.197,3,1.0,Hoochie Coochie Man,1989,0,0,0,0,0,0,0,0
2925,SOKPFTZ12A6D4FA141,TRAAZBX128F1492AF8,51405,A Classic Christmas,ARKSBCO1241B9CE46E,,,,Dame Joan Sutherland  New Philharmonia Orchestra  Richard Bonynge,0.0,111.0722,6,0.103,82.422,4,0.377,Joy To The World,0,0,0,0,0,0,0,0,0
2927,SOKENJQ12AB017EC8C,TRAAPWD128F931ACD4,409251,Breaks_ Beats & Blondes,ARMG6K31187FB55677,,,,Deekline & Wizard,0.0,271.77751,0,0.674,90.648,3,1.0,Sun Is Shining,2004,0,0,1,0,0,0,0,0
2928,SOSGQPS12A8AE48538,TRAAPVV128F425D64C,279702,Forever,ARXOTQH1187FB57084,37.98715,Fairfax California,-122.58887,Chris Brown,0.0,363.59791,1,0.638,139.998,4,0.548,Forever,0,0,1,1,0,0,1,0,1
2929,SOMKMPB12A8C1447D0,TRAAPSQ12903CAE86A,754188,Punk International,ARD3LXU1187B9ABFC5,,,,Sex Pistols,0.0,216.60689,9,0.558,145.518,4,0.675,God Save the Queen (Live),1988,1,0,0,0,0,0,0,0
2930,SOQDTQP12A6D4F793F,TRAAPGF128F1458F8B,23178,Live In Tokyo,ARDG9Z71187B997023,51.50632,London England,-0.12714,Public Image Ltd,0.0,388.28363,0,0.551,132.506,4,0.195,(This Is Not A) Love Song (Live),1983,0,0,0,0,0,0,0,0
2931,SOJHKYL12A6D4FA0AC,TRAAPIV128F1493132,52141,Dark Days In Paradise,AR56P361187B9AC4DB,54.5958,Belfast Northern Ireland,-5.93494,Gary Moore,0.0,345.93914,2,0.04,153.862,4,0.404,What Are We Here For,1997,1,0,0,0,0,0,0,0
2934,SONRSQW12A6D4F6D1C,TRAAPPQ128F14961F5,53826,The B52's,ARVML631187B99E90D,33.96095,Athens GA,-83.37794,The B-52's,0.0,261.74649,0,0.427,124.086,4,0.366,Wig,1986,1,1,0,0,0,0,0,0
2935,SOJBYGW12A8C13A497,TRAAPFQ128F42684DB,264857,Death ... Is just the beginning Vol.4,ARLSF8H1187B9A76B0,59.91273,Oslo Norway,10.74609,Dimmu Borgir,0.0,282.53995,6,0.34,140.458,3,0.595,Master Of Disharmony,1996,0,0,0,0,1,0,0,0
2938,SOLCPEB12A58A7BF47,TRAAWDK128F92E2A17,327425,Greatest Hits,ARSZ6MA1187FB43D29,,,,The Notorious B.I.G.,0.0,316.65587,4,0.613,91.69,4,0.825,Who Shot Ya (Amended Album Version),2007,0,0,0,0,0,0,0,1
